participant,start_time,end_time,duration,reps,exercise,pose_valid,pose_frames,pose_joint_count,joint_00_range,joint_00_speed_mean,joint_00_speed_std,joint_00_speed_max,joint_01_range,joint_01_speed_mean,joint_01_speed_std,joint_01_speed_max,joint_02_range,joint_02_speed_mean,joint_02_speed_std,joint_02_speed_max,joint_03_range,joint_03_speed_mean,joint_03_speed_std,joint_03_speed_max,joint_04_range,joint_04_speed_mean,joint_04_speed_std,joint_04_speed_max,joint_05_range,joint_05_speed_mean,joint_05_speed_std,joint_05_speed_max,joint_06_range,joint_06_speed_mean,joint_06_speed_std,joint_06_speed_max,joint_07_range,joint_07_speed_mean,joint_07_speed_std,joint_07_speed_max,joint_08_range,joint_08_speed_mean,joint_08_speed_std,joint_08_speed_max,joint_09_range,joint_09_speed_mean,joint_09_speed_std,joint_09_speed_max,joint_10_range,joint_10_speed_mean,joint_10_speed_std,joint_10_speed_max,joint_11_range,joint_11_speed_mean,joint_11_speed_std,joint_11_speed_max,joint_12_range,joint_12_speed_mean,joint_12_speed_std,joint_12_speed_max,joint_13_range,joint_13_speed_mean,joint_13_speed_std,joint_13_speed_max,joint_14_range,joint_14_speed_mean,joint_14_speed_std,joint_14_speed_max,joint_15_range,joint_15_speed_mean,joint_15_speed_std,joint_15_speed_max,joint_16_range,joint_16_speed_mean,joint_16_speed_std,joint_16_speed_max,pose_movement_mean,pose_movement_std,pose_movement_max,pose_range_mean,pose_range_std,pose_range_max,pose_stability_proxy,pose_stability_std,pose_stability_max,sw_l_acc_valid,sw_l_acc_count,sw_l_acc_mag_mean,sw_l_acc_mag_std,sw_l_acc_mag_min,sw_l_acc_mag_max,sw_l_acc_x_mean,sw_l_acc_y_mean,sw_l_acc_z_mean,sw_l_acc_x_std,sw_l_acc_y_std,sw_l_acc_z_std,sw_r_acc_valid,sw_r_acc_count,sw_r_acc_mag_mean,sw_r_acc_mag_std,sw_r_acc_mag_min,sw_r_acc_mag_max,sw_r_acc_x_mean,sw_r_acc_y_mean,sw_r_acc_z_mean,sw_r_acc_x_std,sw_r_acc_y_std,sw_r_acc_z_std,sw_l_gyr_valid,sw_l_gyr_count,sw_l_gyr_mag_mean,sw_l_gyr_mag_std,sw_l_gyr_mag_min,sw_l_gyr_mag_max,sw_l_gyr_x_mean,sw_l_gyr_y_mean,sw_l_gyr_z_mean,sw_l_gyr_x_std,sw_l_gyr_y_std,sw_l_gyr_z_std,sw_r_gyr_valid,sw_r_gyr_count,sw_r_gyr_mag_mean,sw_r_gyr_mag_std,sw_r_gyr_mag_min,sw_r_gyr_mag_max,sw_r_gyr_x_mean,sw_r_gyr_y_mean,sw_r_gyr_z_mean,sw_r_gyr_x_std,sw_r_gyr_y_std,sw_r_gyr_z_std,watch_acc_mean,watch_acc_variability,watch_gyr_mean,watch_gyr_variability
w03,4708,5200,492,10,squats,1,492,17.0,169.50576621805592,3.4541700765034866,4.602154126753739,27.16959163402534,188.81469774788204,4.198925150613976,4.811974202085422,29.43384036792208,194.2757398526272,5.800809051847326,6.480908466115519,35.513021893103144,319.1705526724424,7.427467055961863,10.388077090376283,57.35477950873825,194.14413844178705,3.9568277029792944,4.282039382183703,25.46536388177944,200.8253928954264,5.605692123635766,5.360583530402659,28.64079507177334,290.58647186521506,7.694158289741877,9.561775538663635,48.29252379241939,223.42878119169023,4.432347396047215,4.796696975909183,27.24943401752012,266.08747964604345,5.513454396840404,5.2067082750781335,33.24992881264185,259.91201839400924,6.093259190717739,5.200299130916823,29.5078063804177,306.1779108076303,6.550881018720829,5.495492719502737,30.42558951678957,257.88492927274564,5.463353265860085,5.169693775384529,31.508329748690468,327.7226964705248,7.958914436572484,7.36849599053883,62.04328756278322,446.3744293679007,9.236682278558098,8.974483031395676,60.3728485239265,277.6825365490393,5.525024589551359,5.081994196603572,30.76483148529909,414.8339046700796,7.334747252566632,6.4912156232216764,46.3121444522467,536.8400596640637,8.33832590823636,7.111325460818947,44.29734237623993,6.152061128526752,6.703369893897622,62.04328756278322,286.72161798395075,97.45967398083256,536.8400596640637,4.231362337928448,4.243425641279492,24.754535583101745,1,1716,10.044956246117708,4.019606248195556,3.122219343126106,19.795655603167848,0.0013231228700466,0.4785154314957459,9.898744553496504,1.2198654505953417,0.997060555256434,4.04500388186922,1,1732,9.838093580100049,4.030683529461856,2.875316575535879,20.907780377974,-0.3642504052911662,-0.8128989789614319,9.674159098036952,1.1099724084121618,1.1127871082270384,4.022601614369224,1,1715,0.4488607824273343,0.2164398742072171,0.0167960106113951,1.3983750783321836,-0.0064213846536443,-0.0215701244618075,-0.0226265826380174,0.3539302346690791,0.3128008235620849,0.155540310601605,1,1732,0.5101161956789282,0.2693642340830359,0.0321619126726972,1.7906920118043186,0.0108954048337182,0.0119316189032332,0.0063879835167436,0.4762978482455826,0.2868285415983223,0.1527857698502642,9.941524913108879,4.025144888828706,0.47948848905313124,0.2429020541451265
w03,5575,6053,478,10,squats,1,478,17.0,143.04800272709488,2.378015502336413,2.95069304927767,20.39843426803384,166.38426228558097,3.0796854473438,3.2029119671199573,21.33741275418579,172.25723191280338,4.772017082858697,4.605718028865423,27.00562876095647,305.9394742991975,5.615269019062705,6.882181052975005,52.74873501489192,147.81212846608923,2.9460016782241505,2.911378836234083,19.55706079452048,160.60051338956615,4.586656671904106,4.389529452127657,31.89075150485892,290.3322422083985,5.633005114921204,7.266570303621016,50.78672841290028,182.1800707878272,3.4877701301361808,3.484119340800961,19.32099058309912,266.7690055283049,5.01144382813228,4.726117658713999,25.69917588802159,298.4558241738372,5.689979800820508,5.2132214647905855,24.84927742707036,344.76568180188445,6.090354911428685,5.656119212656515,29.382299746494592,230.9068080118008,4.847832460599525,4.538481950342941,31.03751185865497,218.9993859099246,5.630994202590754,4.885157202886241,24.20052455520427,190.06232171493625,6.066174304871683,4.989322875245256,26.100384658762216,279.80115691944457,4.965872012565122,4.61100706173811,22.10425472106129,273.17708525877083,5.996986810867047,5.086530053577488,22.695849969302884,250.8219094588821,6.609567756882793,5.510951292482476,26.39501814374938,4.906330984443862,5.048731929146368,52.74873501489192,230.7243002855496,61.3100738987895,344.76568180188445,3.487038354037753,3.2561824200031246,17.483997560891403,1,1645,10.010295328739977,4.520751433160527,2.9231692328881858,23.94237499710304,0.2151775899772036,0.5065080704115502,9.881993700790272,1.0855324184550346,0.8812419154299432,4.553195232022206,1,1662,9.797497947883024,4.443322892820063,2.5001080008260628,22.01612996636669,-0.7404890574652225,-1.345760377440674,9.566916010108304,0.9724900932346152,1.1838661573898073,4.41605381833113,1,1646,0.4503843763560479,0.2189249362919309,0.0253343333337035,2.066814011217528,-0.029119631192345,-0.0020285470347509,-0.0264022835484811,0.3734087640043484,0.3000325931688367,0.1406108235405634,1,1661,0.5226017583289441,0.2681418601441264,0.0350063493054105,1.707912966309183,-0.0152499265590608,-0.0065874858203491,0.0005634228078266,0.4778631185779628,0.3071528172761979,0.148459991369878,9.903896638311501,4.482037162990295,0.486493067342496,0.24353339821802866
w04,2899,3614,715,10,squats,1,715,17.0,422.4555173002688,4.170601781574448,6.99398810412057,59.14345573270487,423.784678377721,4.954758131472411,6.934911991298158,59.38407220485881,543.6491628670063,7.124700841788496,11.56579399217509,130.5238133123551,714.7624920969495,8.049347587495491,12.586960916594586,131.65149853386444,432.012572521647,4.769342426672478,7.036936938225492,59.67633083404938,588.3401444222017,7.405580186704591,12.026771521132837,131.34776802507912,723.3035263430434,8.232841165398222,13.303349752488886,143.81386783413743,468.9428643707012,6.083509951856895,7.757253247270852,72.78676979938838,466.9270420230942,7.949892444531167,8.6639048242833,64.99112689424139,436.2098719485268,8.21742291496267,8.71626084237572,66.08608698552172,457.171068760492,8.760115786968997,9.186794363765204,68.08366408716962,449.0337053665616,7.747111937239577,8.406127438752671,66.1636434455909,586.5626152198877,9.382234549714578,10.458939836039596,74.21736990616654,860.1558648419542,10.748067070145488,11.730009365711885,99.1261050880713,498.30946374160834,7.860559096138144,8.548580834524463,67.0572799662663,628.4542967738457,9.547473629533837,10.099850364742323,71.22444590303328,844.7895605677263,11.713873784019684,12.225798971283906,102.20484939276324,7.8069078403657155,10.183924735195797,143.81386783413743,561.4626145613668,141.64344233086018,860.1558648419542,5.391385533898436,6.38636109145993,60.76022781774644,1,2459,10.239813576302476,1.6249542594224426,4.0727250448390855,15.48471226187709,-4.850558568366287,-2.3536926417054085,7.336052271899145,3.460721335720332,2.110224280228309,2.8599247076561696,1,2482,10.178940359980892,1.5817298061542162,4.612236393694115,15.337237360206728,3.978224107673248,-3.613423637900081,7.218237937268332,3.523562735424957,2.38948613110098,2.646035025032326,1,2459,1.714282445195379,1.008078047347496,0.0308592650031765,4.797293457191758,-0.081032647957869,0.0373246228753151,-0.0278250373804798,1.2581146670396814,1.159198970910991,1.0097807839597883,1,2482,1.6545997078037131,0.9632763723533588,0.074865238134874,5.227152137492801,-0.0419075044806607,-0.0482898393747784,-0.0074839570556808,1.197188999580613,1.0482591195732756,1.0627082021802416,10.209376968141683,1.6033420327883294,1.684441076499546,0.9856772098504274
w04,4070,4858,788,10,squats,1,788,17.0,491.6433030464585,4.334069239507725,7.172202141411181,58.42809761031911,508.4377567219032,5.357819219118263,7.090579435171785,59.47852331671607,655.9962999790938,7.8802016332708575,11.698830579539925,127.37184270996728,871.6563953969243,9.458068919430552,13.311167506854131,123.4404528076933,492.5156456586048,5.1196442477133886,7.2108847708613215,57.942329499516326,662.1871330458735,7.594754899388693,12.127215050567418,122.49756939394368,840.957890856534,9.03260497507726,13.862402731820351,124.9229577801006,558.629225325897,6.3013745020247605,7.753055767982033,61.32103677656872,569.5493299638244,8.409246110238183,8.78144604964577,65.00648026664409,514.1601088611822,8.667583211768152,8.648072954256055,67.39648621705653,519.957887929477,9.305360402472118,9.09056658802672,66.28113570088072,545.4903669516647,7.859129485985381,8.379812833461068,64.23598960543087,629.5861793925279,9.570548086941594,10.079147629629784,80.60776859161979,756.8049850177284,10.937472200022553,11.398676633501736,90.58721556909065,608.5760330258988,8.731741867573804,8.869599873146354,67.2257277311289,768.5194337115647,11.3750868202221,10.926219270322564,82.17846758213332,983.4224866808952,13.573989592616108,12.741803570998744,84.9676612777834,8.44168796549244,10.437153101858486,127.37184270996728,645.7700271509442,144.55994442024664,983.4224866808952,5.839304588859147,6.625774689348947,62.2208729941063,1,2709,10.16628789158545,1.2848218402573457,6.237180250893876,15.958576040520756,-5.806923582343153,-2.2775195620945734,6.743352393392394,2.672541943748176,2.2043785500903232,2.9363502982853,1,2739,10.10569755920893,1.18772994501727,7.223713526127883,14.45999640451278,4.9619123175161,-3.6690572798409273,6.639923926396495,2.850925662213464,2.292035304897426,2.825504856184854,1,2709,1.6467613242782346,0.8659828557808719,0.0928916597933038,4.563235054084031,-0.0254637587397563,0.0499989301061646,-0.05686524107464,1.3157539783645034,0.9717117171995456,0.8831392987840008,1,2739,1.5611293996773192,0.8348139108474505,0.11999105521343,3.849288152168292,-0.0260180766274552,-0.0520807588089813,0.0385609928332968,1.2052914799710173,0.8032712874100786,1.0154755829143856,10.135992725397191,1.2362758926373079,1.603945361977777,0.8503983833141612
w04,6042,6774,732,10,squats,1,732,17.0,113.00080185721389,2.596662560041091,2.3858088410186813,16.985267230475188,135.44617824996604,3.4499797104861782,2.7930915194717265,18.5183033876897,125.96431391029373,4.58409987797456,3.745275751259733,21.749162620057103,191.4166206496774,5.176336397265798,4.172300518649187,24.269685135165137,127.14796763731938,3.1430412406352786,2.457105145088001,16.040360996227406,118.42640139385344,4.235397776454337,3.3262804851157006,23.52698470593782,176.86227737646172,4.611667910700264,3.948466012633985,24.428709965267903,167.37196874566797,4.19128480185687,3.3983530227495367,21.13109477399632,218.5276094766936,5.969783006265795,4.99755669913198,32.05192624403852,209.7577428717537,6.267163155151449,4.838037302814536,33.004032812060075,249.63074671579355,6.668546966172142,5.104916758912422,37.26972997698359,208.1809065408487,5.937521042260768,4.939382831932979,33.158829958185805,364.8416148314093,8.10418239083187,6.148813427273794,47.13670903910978,419.5850627834227,9.0451953203605,7.459770854462365,40.40311136126452,224.75250778460685,5.889806639905705,4.838071051208368,29.37793003857073,350.39841284906487,7.835345762537571,6.093846689445058,35.05114822621755,377.185265545352,8.08109253228456,6.226118643031116,40.7559594432304,5.634535711246161,5.074040680347645,47.13670903910978,222.26449407172936,95.61305763753056,419.5850627834227,4.017622041308942,2.944740493880109,17.483620435884585,1,2520,10.23442864715256,1.3089760561398178,6.3250197189125466,15.05749469533448,-5.579065181615595,-0.9846277371180158,6.903284838424604,2.870625895486055,3.314163178732049,2.735320054447973,1,2544,10.16223226809459,1.212777960649841,6.473146979454318,14.452636706751752,4.500278609803066,-2.54562720089092,7.068884439622641,3.137214310587645,3.2122426909785573,2.8070136593422457,1,2520,2.0992141231548747,1.1909436782298144,0.0794500368740695,7.369423209293268,-0.0450415967574603,0.0125018859161904,-0.0624032550800793,1.7755630839511702,0.9904209995740142,1.2982332414657063,1,2544,2.018043923625765,1.07347876947752,0.0746056004286816,5.364819277534803,-0.0892943462025157,-0.0427730374920597,0.1011308165023584,1.601543888518221,0.851067250054035,1.3840408954184762,10.198330457623575,1.2608770083948295,2.0586290233903197,1.1322112238536672
w05,2830,3355,525,10,squats,1,525,17.0,415.2672016558947,13.272519335327628,13.963351776476582,73.20860066740318,417.55241973786286,13.61877224327058,13.699174073319044,73.46328959194278,516.2803421913525,19.58794873517327,18.42076672271722,106.28131005703352,517.1440580607123,20.09299524203696,19.27548895244477,105.6791452082496,415.6310077933271,13.679239832109364,13.9295720785024,74.5756561089632,566.9836598606105,21.09516041364531,19.26871601133148,105.81995499478133,523.6630369890773,20.694060789610884,19.49048639125479,107.00582428969597,552.2834739400909,18.81401967295165,17.780050784738222,102.38835621521278,689.3714739718674,23.47022968831614,22.551826231392763,128.82045527596443,658.6273430443473,22.88164807950565,21.819521789936445,123.06077290746424,650.0137486379818,22.77373253156216,21.167178491658984,118.3945668952842,686.233140732243,23.439231023800204,22.13564503818728,131.74050895732054,725.7229924764481,25.4857955467957,22.561009828389743,142.81382731713543,687.6032113976742,23.46214015053561,19.93705922203294,138.4388428054038,682.542575644067,23.34122617112881,22.54880723485227,126.96605649739097,899.7431407213751,25.854230573950908,23.72178504628512,140.91989616356096,939.42868033712,25.018338605967795,21.302729461487026,130.09675466150742,20.975369919746388,20.25514603074758,142.81382731713543,620.2406768936501,148.36809894954547,939.42868033712,17.798333045175927,17.23867566737607,103.01529819565717,1,1825,10.285704012768672,4.110042248170301,0.9801133560090556,20.23527005636893,5.561313018051342,-4.543759065920548,6.781292715795617,3.501502832226849,2.096987937882076,2.910394130204637,1,1842,10.087651567462435,4.190463845825792,0.3039882821703045,20.762835245037905,-5.967972845212811,-4.7434690082475575,5.832288882583007,3.678730163404953,2.379875129775453,2.826844250737446,1,1825,1.0426066981753612,0.8723576831294219,0.0209483057241534,5.0809742697808415,-0.0225963158064657,-0.0444000118596164,-0.0792069333209863,0.905801119413004,0.5750963172694142,0.8294995596750447,1,1842,1.0922022709354688,0.8741227568796525,0.0275634851869674,4.664151779631165,0.0173834547858849,0.0304424346060803,0.1017670588639522,0.8708950630406064,0.4198175182893127,1.0053387362702793,10.186677790115553,4.1502530469980465,1.0674044845554151,0.8732402200045372
w05,3635,4153,518,10,squats,1,518,17.0,703.8540446513041,4.577045669902989,4.933224331813572,30.39246644468169,870.6565412146134,8.229363491138407,10.725454538919434,94.3700139832311,890.9119847508451,16.192229217252184,26.93314289215606,277.82645923250976,966.7480412657208,16.814758368862257,25.47680915235125,242.49614091439844,743.9061024606078,6.961961865435546,8.502925241625725,77.73675957481423,894.7085153700303,16.744405466028383,25.89664108353725,268.9935476097861,981.259238386804,17.393555349923588,23.66191364063589,185.49727741477744,1104.097499892206,9.22229138139156,9.130668476263246,51.75013394421927,1403.5872099838853,14.174249819419265,14.467540424194318,77.74660207265953,1467.491380441773,15.392611676308798,15.57783760725281,87.36812165576308,1591.750465467717,16.83032139763966,17.122965923557388,89.3203062166407,1351.3583427126737,13.3426015621139,13.41657200171263,71.4263373285507,1490.9804911063625,16.439155165598574,18.059966261780627,107.6804456676232,1588.999624189542,18.79206757626831,23.208272682406083,184.7567268922114,1511.6580322838877,15.91449009409946,16.54191018996564,74.75166606543968,1491.3485328051063,17.961572134979665,20.51075280578588,215.47125331237265,1654.6747763889853,19.849045334065654,24.68808549573886,328.300061305465,14.40186621002519,19.266243847387056,328.300061305465,1218.11710725718,322.7975699959982,1654.6747763889853,9.42737061585066,9.825273641476842,67.97284792385112,1,1783,10.410588904660742,4.428851778332522,1.0887360111223623,21.392993391634903,5.271446278268087,-4.499254594870443,7.088399786453168,3.866067709304055,2.1867341544914742,3.1606888986774444,1,1799,10.080970700173962,4.536092101519086,0.7815180633193591,21.140369602812424,-5.412286399320178,-4.740014105808784,6.199362536742634,4.069367686094494,2.3482872103516423,3.152018713586284,1,1783,1.21190256093092,0.9058453629127864,0.0374176644143683,4.580304994977414,-0.0117280602550757,-0.0361455304369041,-0.0820957346767246,1.006313365494108,0.662289176736565,0.9109260887069938,1,1799,1.2284952005438852,0.945683111929062,0.0442023205477936,5.410273675715817,-0.0049045784902723,0.0226451288412451,0.0304780543358532,0.9123368065079144,0.5154373695643533,1.1419356842432995,10.245779802417353,4.482471939925803,1.2201988807374025,0.9257642374209242
w05,5112,5711,599,10,squats,1,599,17.0,312.48942210577303,2.582885553558904,3.8151446964924087,22.01683402767708,463.8667844894762,5.596576884047257,10.401757686844157,106.89802419431749,843.8036248718668,13.57728514506264,27.109773798095787,278.6049481520721,806.7167815878356,13.318525849594764,23.466439753821817,213.45537230782463,362.8786882022997,4.828853604267398,8.726320309315788,98.52082426235454,909.9737021735187,13.61222700979448,26.46384833955821,296.7122976092796,965.5791537717944,13.534558797802047,22.24043919614746,192.17994644388645,696.252551555186,5.820113208917106,7.984745849605644,44.244085437017866,1042.6288993940957,9.424838217218806,13.165446051377824,69.36256148409983,1029.81970455883,10.176120025513912,13.723650014193906,74.36418947841582,1156.1159746691656,11.322801861875783,15.788407778056062,79.07774998892992,912.9601151936062,8.876030115438208,12.760005504212234,107.2456450799061,859.3618089506898,10.708117113924828,16.88471425451879,132.09676786464337,808.2724856065223,11.37662965978632,20.920116630154887,201.3295144278887,1112.906006033611,10.610781949950711,15.468709670645245,82.88120972117382,1034.9581466410473,10.837845640772484,16.90817533087439,144.8788088681451,969.0045924869196,10.07022461251221,15.11011939253092,123.91199242104778,9.78084795588458,17.434299494987002,296.7122976092796,840.446378958367,242.8615585013721,1156.1159746691656,6.070399620461624,8.099192094207456,52.48324246091823,1,2063,10.256557352764796,3.648026274401883,1.434406799778966,22.83820202173549,4.584751369464227,-5.295384929471644,6.601227874655356,2.8379715178481715,2.805215368852808,3.15348897307542,1,2083,10.004013186516652,3.5293852924751614,1.807329199785754,20.519960726260905,-4.825779450151704,-5.839762688780605,5.8663999526932304,3.075420908786976,2.1635018317263346,2.567540159162472,1,2063,1.0802859507937843,0.9607791989999446,0.0211609843313112,5.71439956095172,-0.0369971599006301,0.0003677631611245,-0.1012128996495395,0.9803084200831153,0.4839773580679552,0.9398205929639932,1,2083,1.0001808917588948,0.8065937725013395,0.0339895737735059,5.354259714522681,0.0158607893734037,0.0193728963774363,0.0369856323521843,0.8526794320254913,0.4014676111817604,0.8721938217484504,10.130285269640723,3.588705783438522,1.0402334212763396,0.883686485750642
w06,1874,2426,552,10,squats,1,552,17.0,530.7771172759656,5.799497291721745,7.485676709073376,59.88725193349967,552.4319794985993,6.571030894437764,7.361066462986867,58.54058885123079,702.1654768723467,9.862516114277952,12.889768421363256,116.17135876753242,719.1874952386105,11.688967092193742,12.718987927899947,109.78654775346904,529.4884965286693,6.548315904218313,7.448407561408172,61.46434462487538,700.476751839223,10.012986813305792,12.65590015782439,105.61683832688388,627.8184115099697,10.960662502659677,12.94272537543554,109.15513966822488,572.9702103715784,7.445963869010324,7.790652477430298,61.64133454176972,588.0052825010116,9.213856637306137,8.629221118077133,58.51827645260156,547.2058191616153,9.620169780373294,8.725409056241054,58.33860683453389,569.4586516243568,10.168838912738924,8.766136499548896,57.680537001321575,579.9720583019092,9.330652352264131,8.595886369339526,57.75089382963907,666.0291002797375,12.128042711893013,10.26811990159034,65.40014629539603,858.8050324845314,14.877933830477486,12.967693787645926,76.43873554539131,599.2948306003292,9.131562180732264,8.676524986370595,61.950570856318045,800.6131924193752,11.314097883270769,10.18850420781254,67.33671514671717,1026.335527033836,13.185482524604886,12.22738928915593,84.35677267097289,9.874151605616834,10.513508771958866,116.17135876753242,657.1197313848038,130.7034402334217,1026.335527033836,6.827470663313926,7.473612946772832,52.76547131307008,1,1901,10.014378850949091,3.501638419671824,2.7260299659139715,18.368499208699745,-0.448108048084324,0.2744987312339295,9.888551021094164,1.2512990257960572,0.8137534648469348,3.501673852025678,1,1920,9.897494979436884,3.35590828174799,4.062572498141439,17.9738947395591,0.2730871255427604,-0.7491746154058855,9.75429999703125,1.1302439334332073,1.002330655822152,3.340389431822295,1,1901,0.4037022081629547,0.2516105177378681,0.0201862924942075,2.917661579914223,-0.0297720378046291,0.003860564148869,-0.0183972874922672,0.3278029427245871,0.3066140708800154,0.1535468313375064,1,1920,0.4597901380119422,0.2799568598043774,0.0102217269007433,2.450944120738657,-0.0111616492703124,0.0052515301741666,0.0125691839339583,0.4278018545553542,0.2863570058566709,0.1563902408464207,9.955936915192988,3.428773350709907,0.43174617308744845,0.26578368877112274
w06,3079,3651,572,10,squats,1,572,17.0,574.9119956139707,7.2309590903381,8.693583505602431,73.69427134864947,657.6852257110695,8.696830978576903,8.661021138513334,71.51215089698975,828.3974839889913,13.56023636152927,14.428990213115489,118.90752762933027,905.5540333276854,15.394871354337518,14.37012244073131,104.51819963377037,623.8554327987124,8.399578174153483,8.691311161661977,76.39910633339645,785.7935329815738,14.193362308010586,14.865655073360973,112.77443710262982,857.6906296437634,15.485341153615002,15.545738657424112,105.41964643150708,993.3375183413124,9.85908423504278,10.16746929593078,73.66794825742289,1339.698919192333,12.42050517790683,12.12809307229023,73.57239364508567,1380.2702978983152,13.119688177167037,12.360797142882578,74.80985785330773,1461.265019281783,13.85844348589305,12.54580700918848,77.04042913142432,1280.6391401281585,12.459808478232528,11.898559033360817,74.46949254991563,1484.0630168110606,15.457845898865733,14.07675088586137,82.641435481866,1873.10628401882,17.655536713534296,15.190999992039057,82.24477272063258,1384.634570023333,12.92827357821074,12.506894962417704,75.58400277233419,1605.903831014504,16.086802141060872,14.803237673092978,97.47892059567944,1869.3220579635868,18.740026875755227,17.928251097816187,196.1237745652853,13.267482010719409,13.500445082334243,196.1237745652853,1170.948764043469,410.59879129070896,1873.10628401882,9.615738459150444,9.747303449293282,68.05435349728347,1,1967,10.041708451499582,3.416854290195482,3.7896946514553145,19.47622222878152,-0.101194754018912,-0.1425493274236909,9.946084281443824,1.0385992075394972,0.91784320705222,3.4109418312451485,1,1986,9.793500639613242,3.3314881047149365,3.3849186142011582,19.75998483285689,-0.4386744989860524,-1.067883298303424,9.646984715659617,0.8509193455202272,0.9760518152322376,3.3072046704637192,1,1967,0.3853679979089215,0.3999943740588013,0.0088943286550306,4.01803131312861,-0.0341252119594305,-0.0318612538515505,-0.0403394508628368,0.3379869387135472,0.3556457167168068,0.2529387389208545,1,1986,0.3869973703018632,0.2579989993710271,0.0136593568654166,2.5936114364592666,-0.0116581095136958,-0.0067988720810674,-0.0037666933684793,0.3828496477274129,0.2344272533361507,0.1208475662449705,9.917604545556411,3.374171197455209,0.38618268410539236,0.3289966867149142
w06,4289,4880,591,10,squats,1,591,17.0,673.8994932964321,5.61678623752216,6.091167967408912,66.51358922698805,789.8797312429751,10.193449261781202,12.078001729711987,152.93077637894655,795.3598630043749,18.18686970179312,24.9367293990568,175.52829688311354,1062.3690401412243,16.153666475074452,18.26528083295307,116.46192473325404,669.3401035799734,9.03842643900535,10.34694956216194,130.31259143242391,799.4950052361045,17.29083377235012,22.75230603516871,179.17198599582125,1069.15352591985,16.782018786489736,19.01002888386996,142.6918165929358,1170.2424141018046,10.86431923660619,11.359390568062508,80.88544260722864,1648.9484417305678,16.105862877881062,16.937321922421884,84.6797478287739,1708.7465821877624,17.219881983430703,18.174729693946208,135.03580289617076,1843.5195737362155,18.897399707196303,19.367318126733988,98.81667219438856,1513.4959066284428,15.266022276412093,15.978732302162143,114.63509697958538,1492.2916768260122,18.573129537808736,21.78187125038712,208.414141319846,1425.7266939037509,18.656402216679624,21.907587506943948,157.64250715797093,1657.9364380779934,18.293140865292013,20.01518278156063,192.0082201062702,1657.7683121559971,20.834481021440432,32.13121153989708,548.7223232886485,1731.0815192040584,20.815220543757817,40.64413993088007,867.6665010532655,15.811053584736536,21.47409207210405,867.6665010532655,1277.014960057267,405.6441274052166,1843.5195737362155,10.530818624911706,11.347215233721515,104.30253942559013,1,2033,9.987958544546991,3.2903796377367334,3.628347412983546,19.49923412928816,-0.13169191547939,0.1618140288028529,9.904109503443188,0.9642982874722414,0.802344881407366,3.298086408110862,1,2053,9.817157666803029,3.150321490391492,3.988508195068186,19.07644705939324,-0.6490001564197272,-0.1893932063039941,9.71604052211398,0.82081254423431,0.8772915395351167,3.1621546534905263,1,2033,0.4030780276558011,0.2782365018545113,0.0271543063391182,2.677761903653549,-0.028769247487752,0.0046609635260206,-0.0163007511409739,0.3897544581299653,0.2539953815954255,0.149499656084471,1,2052,0.4120329888386149,0.2440532076165865,0.0173210121751847,1.7312780785860966,-0.009268358172612,-0.0036925779337231,0.0010901499402534,0.4049956243451743,0.2256991446304598,0.1194607315885152,9.90255810567501,3.2203505640641126,0.407555508247208,0.26114485473554894
w07,2750,3533,783,10,squats,1,783,17.0,387.8794149977932,7.053502410678421,9.416474111293226,66.18507898547455,412.1080297875304,7.89739420555735,9.25380503233812,68.24281358551964,675.243701195129,11.829218382568188,14.91114822637326,119.2535829330006,780.9048112954788,12.435222169650556,14.986461255370925,111.00096412993209,401.5442155349677,7.726375204343291,9.31637148570321,67.11141888840828,591.4783739215663,11.48421367563139,15.27440554749961,123.99735019034912,636.7445939887743,12.035536037216753,15.718289740063865,124.17936801471976,519.038025381877,9.696861723667627,11.13742546555092,80.50214764847709,608.2227033999003,11.582530855554412,11.963881747410843,84.42019252179662,619.3782275925395,11.596553801060065,11.923299675649917,77.39245100900317,631.0293233539221,12.096045026043042,11.91886432483128,72.02600324086183,568.6152928728096,11.06815011145581,11.505957479118996,81.60748901029233,731.8550437767782,13.919321325842374,13.262951829763557,91.43749447814334,975.4828599655426,15.873840794795091,15.0817315452706,100.9856228777371,673.2025247346477,11.923546773670308,11.904412048065169,87.47241518855034,980.6658480746294,15.18190482388018,14.540836908206025,100.46047097665948,1092.9126473624433,16.954091701927624,16.096638730971883,144.57764872559747,11.785547589620146,13.299627566826896,144.57764872559747,663.900331602137,195.6325767412217,1092.9126473624433,8.778818734890251,9.86709537013491,76.3559020188846,1,2697,10.0702798640666,1.5484482895378406,5.519240913977311,15.459929844138358,-3.0953404270808305,-3.0903559028786063,7.99763569032258,1.364638129153152,3.648987758209956,2.3531407016568333,1,2724,9.98684523475452,1.4661010836399604,5.655209105765007,14.68805808458361,2.8783352982654185,-1.3698571553135095,8.60054892441263,1.1560254956614648,3.698129264390185,1.6562640523815582,1,2698,1.1712439515653728,0.6919174945804522,0.0170167298529616,4.149039232413776,-0.0071890971842105,-0.0038861705252038,-0.0219508387238695,1.214909173088946,0.4744618846150107,0.3858694206807636,1,2724,1.077820820554518,0.6405061896318138,0.0331897079747125,3.709211422583323,0.0151743002773127,0.0279786941828928,0.0431870799243025,1.115608385145482,0.4106807964824797,0.3947491912361721,10.02856254941056,1.5072746865889006,1.1245323860599454,0.6662118421061329
