participant,start_time,end_time,duration,reps,exercise,pose_valid,pose_frames,pose_movement_mean,pose_movement_std,pose_range_mean,pose_range_max,pose_stability_proxy
w01,52658,53302,644,10,tricep_extensions,1,644,7.358512352869473,8.285593014901442,558.0662010447298,1113.708669266788,4.714185441923339
w01,53815,54368,553,10,tricep_extensions,1,553,4.190926824735969,4.786359981128511,344.88779238027126,956.0920457780204,2.722055008312994
w01,54733,55237,504,10,bicep_curls,1,504,2.947924641658381,4.109281069772823,274.5478479642627,871.2215562071452,1.938392544538464
w01,63019,63514,495,10,bicep_curls,1,495,7.237919966515231,9.124640574099052,789.2579849976445,1081.0294460951727,5.451987886865051
w01,64099,64584,485,10,bicep_curls,1,485,8.818276590564349,10.966475613313095,580.0286174388243,1133.5250998387562,6.633716136118004
w01,65618,66249,631,10,lateral_shoulder_raises,1,631,3.717951269073696,4.5569669985417445,434.74054711458456,1091.1920087683927,2.727920812728952
w01,68735,69542,807,11,lateral_shoulder_raises,1,807,8.078570569064652,11.191725798531069,640.0867110842061,1396.032950900515,5.951223704698384
w01,71282,71944,662,10,lateral_shoulder_raises,1,662,22.16824233166937,26.09000006912544,702.5091887258823,1265.7439415795338,15.52712229926288
w01,72751,73157,406,10,jumping_jacks,1,406,10.7754910317101,10.135923424795063,612.5511680564663,905.4463484148343,7.025232817081138
w02,2495,3144,649,10,squats,1,649,14.88038647565044,16.41898709081003,621.6762314567111,1122.3689233046323,10.79313321301647
w02,3520,4182,662,10,squats,1,662,17.025003785785024,18.803691868515312,1188.0116676866148,1737.1588523909538,9.9793681636955
w02,5109,5770,661,10,squats,1,661,12.902128832351853,15.192230459320278,1233.9407795941213,1796.7024030118553,7.608138138682205
w02,6238,6705,467,10,pushups,1,467,4.269727849803337,5.250410417200737,294.3315429584346,807.1356763270968,2.890257639471987
w02,7984,8433,449,10,pushups,1,449,8.304734328230401,10.158471010520463,1069.8174586834346,1847.8297274388208,5.998535727030276
w02,10958,11370,412,10,pushups,1,412,4.29124343190668,5.131293446734688,284.17912800800764,711.8728819108086,2.8695822363356087
w02,16302,17074,772,10,dumbbell_shoulder_press,1,772,3.5611553766114485,5.528531411418815,486.6873699395884,1335.4111726356043,2.60322211368477
w02,19903,20615,712,10,dumbbell_shoulder_press,1,712,9.187330034439924,8.495394999208466,573.9097710253914,1231.4881241814717,7.04747936153071
w02,22550,23283,733,10,dumbbell_shoulder_press,1,733,5.61956056186445,6.475673899135063,512.8484914715333,1267.8611911404182,3.887743828085939
w02,24072,24865,793,10,lunges,1,793,5.671129162129287,8.361254962986065,861.3044349079244,1482.5803494771928,4.271902349609006
w02,27535,28379,844,10,lunges,1,844,10.035692379426012,12.13406373559239,1004.9822407513108,1626.3587149848863,7.534861814909601
w02,29067,29919,852,10,lunges,1,852,6.972921525896777,6.968027582183945,422.10666848726106,1473.9752372411149,4.7872871556263314
w02,30615,31184,569,10,dumbbell_rows,1,569,4.829700219750852,5.7182454376239376,378.8062224217053,983.8048586991224,3.252309608868564
w02,34467,34984,517,10,dumbbell_rows,1,517,10.125442327201627,10.009902509026244,517.1931470785526,893.7382167055407,7.911177772167376
w02,37062,37542,480,10,dumbbell_rows,1,480,9.16705593172231,12.95257378055554,639.6796585334625,1327.2850342110817,7.16197213051419
w02,39873,40690,817,10,situps,1,817,2.0276509103573384,2.379130156514215,200.51343018469456,1413.353458976204,1.394085897741551
w02,41223,42110,887,10,situps,1,887,1.8505550352942803,2.16329700152069,202.22460203014109,1534.5970155060252,1.1733704237067168
w02,47206,48112,906,10,situps,1,906,3.5779027559871883,5.084562180298254,368.1322137363379,1567.505980849834,2.4020605195006133
w02,51038,51697,659,10,tricep_extensions,1,659,3.3981380596597504,5.174047671454763,316.5044675223493,1139.6894313803214,2.612820970590046
w02,56994,57576,582,9,tricep_extensions,1,582,6.722288444305412,9.232756697244646,601.3389330695721,1030.8556132353135,4.106421317578255
w02,58730,59292,562,10,tricep_extensions,1,562,8.862654973843318,11.041510215276404,889.74078822297,1598.4567881377875,6.301063813825339
w02,59663,60253,590,10,bicep_curls,1,590,8.585356972617035,11.332257510957232,893.1419048050747,1570.8301525720822,6.105954136994826
w02,60918,61508,590,10,bicep_curls,1,590,7.051022605694743,9.23999786562723,726.0753349009874,1020.1779256580688,5.213837986256898
w02,62391,62975,584,10,bicep_curls,1,584,6.980782183732938,8.157816396903607,579.0451845591219,1138.7592786350688,4.74189688560648
w02,64065,65049,984,10,lateral_shoulder_raises,1,984,3.7746352481712337,5.61849533763201,497.45907066732406,1702.6059438402065,2.653963398682693
w02,67901,68815,914,10,lateral_shoulder_raises,1,914,8.780998231746722,9.73132590976948,605.7791547344567,1581.362387310385,5.674665314068353
w02,70289,71241,952,10,lateral_shoulder_raises,1,952,7.0415159786789,7.271462324422673,408.9848982753534,1647.1803179980022,4.782331727800018
w02,71833,72150,317,10,jumping_jacks,1,317,2.827581798545816,3.512889500038688,175.84618537135236,547.3280551917652,1.9564893685575249
w03,3803,4301,498,10,squats,1,498,29.77763820507257,39.29745976670467,1149.668382683852,1540.9662836262703,15.975426491512854
w03,4708,5200,492,10,squats,1,492,5.906504999584649,6.592710559980018,318.03913623574897,850.4369465163187,3.998229803222483
w03,5575,6053,478,10,squats,1,478,4.729982085728585,4.960068734953793,263.8056300035944,826.1882352103545,3.2984330607105985
w03,6384,6852,468,10,pushups,1,468,3.67173942479764,3.285958179859707,157.2725030367168,808.8677271346656,2.5936340850839232
w03,13510,14006,496,10,pushups,1,496,6.708926078092366,8.646692411770394,663.3507936029682,1057.0704551540036,4.688602265611985
w03,15224,15674,450,10,pushups,1,450,11.054047796036404,17.11358617250104,558.2394581926602,1097.1322437303218,7.893161194984056
w03,18054,18612,558,10,dumbbell_shoulder_press,1,558,14.120759534412915,15.832871711200127,1072.4258006533034,1509.5697017109255,8.760619692369003
w03,20140,20723,583,10,dumbbell_shoulder_press,1,583,10.673637288577291,13.243853702035016,968.2453364661268,1301.2634984682531,6.76218417148159
w03,21843,22408,565,10,dumbbell_shoulder_press,1,565,11.530281981229791,13.749909366545635,1029.3156303839348,1626.3598711441148,8.441531090434909
w03,24345,25130,785,10,lunges,1,785,17.378977150295217,18.082729557096577,1075.4908215116482,1523.504573209877,12.64363831137544
w03,26046,26831,785,10,lunges,1,785,13.303096614000276,16.22484968860779,1147.698235856892,1651.186940770021,9.936413680715866
w03,27337,28126,789,10,lunges,1,789,9.210468262271672,8.953566798848366,758.5929013105817,1364.8560363642753,6.2503541075834335
w03,28813,29356,543,10,dumbbell_rows,1,543,10.849911429889566,13.814912154846343,1016.6447083720066,1655.119108097755,7.596935099539276
w03,29953,30487,534,10,dumbbell_rows,1,534,4.001688798376624,4.9349987198616585,289.00019810406604,923.1830804342115,2.4855282987783323
w03,31515,32065,550,10,dumbbell_rows,1,550,3.5630537679579324,3.780288987945245,175.08279522519263,950.8958933553135,2.380700965677974
w03,36095,36778,683,12,situps,1,683,17.63442610095132,17.975158042096556,643.4684974656601,1181.2586507619744,14.653625169106135
w03,37997,38551,554,10,situps,1,554,10.801128745513628,10.75710158855347,708.3902317458593,1137.4816346490893,7.804638660793736
w03,39403,39966,563,10,situps,1,563,6.1574290725412775,7.315500354685515,375.4701477230324,973.412553853709,4.216800491168811
w03,40800,41430,630,10,tricep_extensions,1,630,5.492930248379328,6.437149420994367,406.15856183831335,1089.459957960824,3.825747648127376
w03,41911,42561,650,10,tricep_extensions,1,650,8.048578381440253,10.33639890971004,606.5034968325014,1124.1009741122014,6.04937334663545
w03,45505,46167,662,10,tricep_extensions,1,662,10.028901782892325,11.374413658462268,939.6959799025394,1452.871605496022,7.081700963188857
w03,47813,48362,549,10,bicep_curls,1,549,11.682744923743863,13.044821921884678,1004.7100026886984,1621.341508816032,8.037389320407947
w03,49509,50065,556,10,bicep_curls,1,556,8.739999345023557,11.536091995957534,868.5491931847006,1426.5585556324436,6.9554930810156295
w03,51635,52176,541,10,bicep_curls,1,541,12.50429605790093,13.415393034070965,633.0708586835025,1153.3825812172431,8.70430626209741
w03,53666,54343,677,10,lateral_shoulder_raises,1,677,8.088274873814171,12.12679120839504,1015.9713278793902,1528.2466390955171,5.401376053662684
w03,55078,55688,610,10,lateral_shoulder_raises,1,610,5.053085018428124,5.598259770468686,359.9260113374001,1054.8189418094462,3.392227610801586
w03,56260,56867,607,10,lateral_shoulder_raises,1,607,5.074187841610683,5.149443850456221,331.77351945088543,1049.6227893867397,3.573291158376036
w03,61950,62270,320,10,jumping_jacks,1,320,11.241949274753557,40.67771521471428,707.9984795446719,1727.208183704662,7.331095127265857
w04,2899,3614,715,10,squats,1,715,7.469415782988113,9.994340518449274,598.9749291193008,1236.6842766041784,5.1002675315239
w04,4070,4858,788,10,squats,1,788,8.068930345607798,10.258868697731986,685.6230248401532,1363.1239855567064,5.516911952314337
w04,6042,6774,732,10,squats,1,732,5.4177309943752014,5.011450340790587,280.25697441956936,1266.1291403328494,3.798525352635828
w04,7791,8247,456,10,pushups,1,456,21.155255539441985,26.12262415045917,1143.4640742173751,1660.4816101690385,11.548099783678772
w04,10471,10918,447,10,pushups,1,447,6.877734585773942,7.7353378312780094,590.3816643062289,1011.80483965385,5.045936320524595
w04,12032,12506,474,10,pushups,1,474,3.7386517378624906,4.141496279012728,182.5058060892605,819.2600319800789,2.6478267964547797
w04,13350,14225,875,10,dumbbell_shoulder_press,1,875,2.6529541702276465,3.590780403053108,254.08985710822145,1513.8124058151986,1.7143815781445106
w04,18970,19857,887,10,dumbbell_shoulder_press,1,887,12.591737593888162,12.620931575867166,1217.6181706542686,1612.353414637795,9.198003206306415
w04,20887,21722,835,10,dumbbell_shoulder_press,1,835,5.19399900426447,6.013715663608378,440.5324834970154,1444.5303735124437,3.5824181659602905
w04,22307,23211,904,10,lunges,1,904,4.978446926034841,5.71590646155966,371.30393782120456,1564.041879234696,3.2438118098422515
w04,27679,28572,893,10,lunges,1,893,5.758509562800734,6.172951588851292,432.11345794938,1544.9893203514384,3.811696795062328
w04,29449,30012,563,10,dumbbell_rows,1,563,4.7352053597071375,5.334996395708962,344.8241185012728,973.412553853709,3.0565560163369443
w04,34017,34540,523,10,dumbbell_rows,1,523,11.908472984463623,16.086156221307856,1234.235731777845,1715.288135058658,8.53782211353504
w04,35788,36304,516,10,dumbbell_rows,1,516,3.761336652020404,4.583695887482465,251.94332833548617,892.0061658979718,2.455144749762493
w04,37206,38093,887,10,situps,1,887,1.93004322538446,1.87105965192476,144.2852199566054,1534.5970155060252,1.226968522869381
w04,42416,43341,925,10,situps,1,925,6.878644206512668,11.518140325678798,830.4740461026969,1600.414946193643,5.048940835137255
w04,45722,46672,950,10,situps,1,950,5.93821008206432,7.113456858696984,486.5046403918168,1643.7162163828646,4.282042641525152
w04,47474,48150,676,10,tricep_extensions,1,676,5.993123174634716,7.227390523976493,689.4009695038878,1173.1718031485882,4.19832987559816
w04,49368,50126,758,10,tricep_extensions,1,758,7.685421527573752,10.357444480643222,982.038964866234,1547.3972566368557,5.137601372216965
w04,50851,51545,694,10,tricep_extensions,1,694,11.814476575488513,45.38321763363723,1548.768304241782,5000.430681451348,7.525925085009909
w04,52140,52814,674,10,bicep_curls,1,674,9.078875409875224,12.552135583705528,958.0183695417322,1615.0520553649494,6.468026333163601
w05,2830,3355,525,10,squats,1,525,19.906296635736528,20.171953583092723,636.2047850198968,939.42868033712,16.807536039090223
w05,3635,4153,518,10,squats,1,518,13.697987576555391,18.94700913624214,1200.1922828269542,1654.6747763889853,8.90772816692577
w05,5112,5711,599,10,squats,1,599,9.33369255875593,17.043108176074572,851.2974902899126,1156.1159746691656,5.743538920516438
w05,6353,6780,427,10,pushups,1,427,2.113472249936645,2.92078914295009,215.9805605629992,737.8536440243417,1.2323885391062848
w05,7897,8360,463,10,pushups,1,463,9.14521121884114,9.719396833721856,738.765390008529,1210.0483559305114,6.370577480074537
w05,9365,9761,396,10,pushups,1,396,2.985242762175196,3.902300951732253,105.33705075162908,684.1600689897066,2.444901677662769
w05,10827,11280,453,9,dumbbell_shoulder_press,1,453,5.655711254597115,7.7222804609706115,500.7462279141114,977.6140236896974,4.183734756726143
w05,12724,13163,439,9,dumbbell_shoulder_press,1,439,13.684350655631455,12.957871659858563,521.1306865761948,945.776575809948,10.884806175099133
w05,15003,15433,430,9,dumbbell_shoulder_press,1,430,15.524014372070004,15.100834768272271,869.7152757496975,1074.11673253358,11.841320769112576
w05,16821,17640,819,10,lunges,1,819,11.95492032326591,13.987328771219705,969.2836065932614,1416.8175605913416,8.788695742674884
w05,19636,20483,847,10,lunges,1,847,8.426269628337241,10.786439713213674,913.5432709777024,1465.3149832032702,5.955087817201418
w05,22735,23606,871,11,lunges,1,871,8.051900321624105,11.557683104417778,785.8337480069772,1506.8842025849233,6.0505886875134856
w05,25085,25574,489,10,dumbbell_rows,1,489,6.525663801139496,6.0570986979366666,295.4211575702336,845.2407940936121,4.263239366916662
w05,28325,28786,461,10,dumbbell_rows,1,461,5.451508996516474,6.329654672837089,307.7759850290584,796.7433714816835,3.3139743387039324
w05,32611,33005,394,10,dumbbell_rows,1,394,4.652739055939841,7.901064596728709,134.35625947647998,680.6959673745688,3.140772815451807
w05,33685,34307,622,10,situps,1,622,19.02263801651901,22.85975200348099,741.1703763547162,1394.8673505370366,15.485547451129262
w05,36225,36709,484,10,situps,1,484,4.653556601867013,6.575276383109531,155.59185167132077,836.5805400557678,3.351981334753769
w05,39240,39650,410,9,situps,1,410,2.849000801371771,3.956483383243208,203.7088209657752,708.4087802956708,2.0728090264923646
w05,40292,40711,419,10,tricep_extensions,1,419,10.794661792279976,10.449279198331352,335.0872063173945,723.9972375637907,9.190916243958306
w05,42667,43095,428,11,tricep_extensions,1,428,1.6172178836703337,1.9891177395932724,75.91850247098165,739.5856948319106,1.17230677139777
w05,44208,44595,387,10,tricep_extensions,1,387,5.858923790233094,5.906311763527272,303.803979197661,668.5716117215867,3.640917671448702
w05,46262,46756,494,10,bicep_curls,1,494,7.463594397183882,9.837289108407862,470.1466902637394,864.7487710649203,4.234753709025924
w05,47380,47858,478,10,bicep_curls,1,478,9.426227139840911,12.378730989230895,516.9293636852689,1070.3846924461398,6.37508123322628
w05,48482,49003,521,11,bicep_curls,1,521,3.0315406861080465,3.203213831826221,142.41446305858457,900.6664199358162,2.1447293636818974
w05,50035,50450,415,10,lateral_shoulder_raises,1,415,4.151916311611193,6.079820222877837,397.81018169210256,717.0690343335152,3.112472658146612
w05,52965,53402,437,10,lateral_shoulder_raises,1,437,9.690633315145762,13.656901882338358,532.5817448311304,1043.7441605614529,6.3612219403275
w05,55565,55988,423,10,lateral_shoulder_raises,1,423,21.343492352581126,32.63009441570597,821.7656779129326,1315.497117524861,13.204019284689997
w05,56616,56910,294,10,jumping_jacks,1,294,38.68937573440356,53.81715458283967,593.1072819708457,853.4610899229917,27.434385708332243
w06,1874,2426,552,10,squats,1,552,9.42181267239195,10.386119342884006,673.6330793617843,1026.335527033836,6.450425403610437
w06,3079,3651,572,10,squats,1,572,12.62662472165549,13.38350540369391,1160.8405555478223,1873.10628401882,9.084185747353985
w06,4289,4880,591,10,squats,1,591,15.02888676378278,21.116777039721427,1262.8424609688432,1843.5195737362155,9.947618407856067
w06,5324,5777,453,10,pushups,1,453,14.127070529986062,19.16453313569749,759.7038975194329,1176.6497412099698,8.173443802616575
w06,6367,6911,544,10,pushups,1,544,16.114524425604134,18.517268439451644,1340.1785199720207,1905.724735739621,9.998768640945997
w06,7753,8270,517,10,pushups,1,517,10.354074253804496,10.422335311214733,782.5898592915498,1073.139837491549,7.821659977922589
w06,9076,9770,694,10,dumbbell_shoulder_press,1,694,9.580958688751108,9.137596484514782,467.9813092184482,1200.311209645232,7.377087404537726
w06,10778,11517,739,10,dumbbell_shoulder_press,1,739,10.27138460135843,12.445023606996262,1045.1880896358398,1424.702719363754,7.461384174819675
w06,12113,12899,786,10,dumbbell_shoulder_press,1,786,14.316236534017822,14.83786249886511,999.2534760967618,1467.7503113212626,10.653442371780258
w06,13448,14331,883,10,lunges,1,883,5.100901893276319,5.428271745317959,410.97405817903496,1527.6688122757498,3.443415122955196
w06,19541,20324,783,10,lunges,1,783,15.95741545875303,15.82044118390859,1022.3878059702693,1711.3676796650732,11.806269412567984
w06,21002,21833,831,10,lunges,1,831,8.299730661127745,10.796765734525358,952.1424973126834,1460.825405760045,6.242297516954554
w06,22904,23486,582,10,dumbbell_rows,1,582,8.005077878995825,8.939679759049044,705.0394150493514,1067.3483559043648,5.714130585667166
w06,26761,27283,522,10,dumbbell_rows,1,522,13.299845979132533,16.592383790962373,1254.1438825514642,1849.433324556811,9.11518433687728
w06,27937,28465,528,10,dumbbell_rows,1,528,13.296828024934982,17.599052522701815,1110.5161136980798,1440.8877438419431,9.68233273542821
w06,29057,29617,560,10,situps,1,560,14.422433897706476,16.160462534352146,1261.803621507186,1786.9868683959437,9.579819472923257
w06,30238,30849,611,10,situps,1,611,13.730708044219968,15.06027143909956,1284.295557151789,1993.791455019034,10.422261100776462
w06,31584,32190,606,10,situps,1,606,10.345364222867463,12.849824434237322,1048.5797890037056,1516.484338812411,7.309764729331557
w06,39685,40259,574,10,tricep_extensions,1,574,8.668936704501489,10.34245482372173,616.3939398650543,1046.5223510877142,6.769841418706907
w06,41103,41734,631,10,tricep_extensions,1,631,13.053270356338794,14.706967854204043,1217.600658898509,1809.3624401927584,9.74026686344874
w06,42346,42940,594,10,tricep_extensions,1,594,15.266898023594978,19.868167375080592,1131.1430267758235,1740.1926234640152,10.641280126262044
w06,43486,44091,605,10,bicep_curls,1,605,15.166013356282596,20.878005603148384,1101.753685539851,1662.800024533786,10.587008111324131
w06,44671,45245,574,10,bicep_curls,1,574,12.128378004977506,14.14350515021843,1047.2325862828577,1683.129602059248,9.38531028814911
w06,45820,46415,595,10,bicep_curls,1,595,9.75642868856285,12.44654941699919,941.9710210981464,1659.2466921921036,7.203137406186782
w06,47870,48539,669,10,lateral_shoulder_raises,1,669,8.916843241237386,11.602080077706464,967.4421959167132,1363.639796305113,5.943207117005418
w06,48995,49563,568,10,lateral_shoulder_raises,1,568,3.980915859189042,4.135946578493772,326.8096812049993,982.0728078915536,2.644512203457872
w06,52800,53296,496,10,lateral_shoulder_raises,1,496,24.508348844312057,32.894514454008224,938.4041237664454,1383.9472884585955,16.60032969083693
w06,53738,54001,263,10,jumping_jacks,1,263,15.94497035223264,19.89607789495585,898.9876536586861,1343.5289458719342,10.315480185448308
w07,2750,3533,783,10,squats,1,783,11.2270199906173,13.128466167083449,702.264964930844,1354.463731518862,8.293865033107918
w07,4482,5169,687,10,squats,1,687,15.40142792999463,17.01869071255844,1223.5640807272612,1771.6942600689283,9.489680592731393
w07,5659,6345,686,10,squats,1,686,13.320703410329251,14.59788072808954,1218.2343310482145,1698.6237383219543,8.033799818685244
w07,6835,7348,513,10,pushups,1,513,4.793911600258257,5.013454258690276,290.0285718155129,886.8100134752651,3.130928541922424
w07,8298,8847,549,10,pushups,1,549,3.5692253788484964,5.358914769117296,293.08066877319214,949.1638425477448,2.29061326054217
w07,11432,11940,508,10,pushups,1,508,3.670434248594256,4.567023679964787,280.3829648376503,878.1497594374208,2.3593198655067145
w07,12975,13685,710,10,dumbbell_shoulder_press,1,710,9.195135743610235,8.454493791807119,640.8903503107024,1228.024022566334,7.069166279959244
w07,15036,15931,895,10,dumbbell_shoulder_press,1,895,2.110460358955691,2.634050665127003,206.60348414136132,1548.4534219665763,1.5240609448620317
w07,22796,23569,773,10,dumbbell_shoulder_press,1,773,10.401228791029752,12.37968828769425,1132.1209058345812,1779.955120622478,7.500468274122157
w07,24457,25354,897,10,lunges,1,897,13.187337891742237,16.204529542460172,1104.8623914150903,1671.1572592938862,9.221717482905303
w07,26510,27355,845,10,lunges,1,845,3.055564583816692,3.611805199013608,301.3187780782677,1461.8508815881323,2.0278462501755588
w07,31538,32383,845,10,lunges,1,845,4.970445697983526,7.783996443364479,794.2469127949788,1508.5765277644532,3.514937512152574
w07,33040,34021,981,10,situps,1,981,2.559845287703163,3.465358368584512,302.48425895461867,1697.4097914174995,1.7659137953463722
w07,37870,38800,930,10,situps,1,930,2.674103388517896,2.513152152034207,213.7764680335572,1609.075200231487,1.932488239247729
w07,41972,42969,997,10,situps,1,997,7.489336307185496,9.309036451512984,931.0956102534929,1725.1226043386018,5.337489983351546
w07,44075,44591,516,10,dumbbell_rows,1,516,5.413207545040633,5.337900463148747,331.12038500207734,892.0061658979718,3.674373338680468
w07,45834,46318,484,10,dumbbell_rows,1,484,8.21583614259869,10.0505374646057,903.8117509612229,1171.1207770339108,6.007612603342406
w07,47330,47827,497,10,dumbbell_rows,1,497,2.856888869895857,3.900134103418348,294.62486712025816,859.0972005541631,2.093661944336496
w07,48702,49365,663,10,tricep_extensions,1,663,2.1959640418111963,3.6475677825024113,189.8151167465062,1146.6176346105967,1.638893274097635
w07,54034,54626,592,10,tricep_extensions,1,592,10.34875875726105,11.21728635117858,922.6758729264516,1189.9805893524156,7.390932276829611
w07,56087,56631,544,9,tricep_extensions,1,544,7.984807117630466,11.339066100110925,861.8268187276924,1409.7949082737512,5.819384990624368
w07,57291,57869,578,10,bicep_curls,1,578,5.444137556110762,8.16803433300381,875.1870087293687,1550.0255180526583,4.002501833544029
