participant,start_time,end_time,duration,reps,exercise,sw_l_acc_valid,sw_l_acc_count,sw_l_acc_mag_mean,sw_l_acc_mag_std,sw_l_acc_mag_min,sw_l_acc_mag_max,sw_l_acc_x_mean,sw_l_acc_y_mean,sw_l_acc_z_mean,sw_l_acc_x_std,sw_l_acc_y_std,sw_l_acc_z_std,sw_r_acc_valid,sw_r_acc_count,sw_r_acc_mag_mean,sw_r_acc_mag_std,sw_r_acc_mag_min,sw_r_acc_mag_max,sw_r_acc_x_mean,sw_r_acc_y_mean,sw_r_acc_z_mean,sw_r_acc_x_std,sw_r_acc_y_std,sw_r_acc_z_std,sw_l_gyr_valid,sw_l_gyr_count,sw_l_gyr_mag_mean,sw_l_gyr_mag_std,sw_l_gyr_mag_min,sw_l_gyr_mag_max,sw_l_gyr_x_mean,sw_l_gyr_y_mean,sw_l_gyr_z_mean,sw_l_gyr_x_std,sw_l_gyr_y_std,sw_l_gyr_z_std,sw_r_gyr_valid,sw_r_gyr_count,sw_r_gyr_mag_mean,sw_r_gyr_mag_std,sw_r_gyr_mag_min,sw_r_gyr_mag_max,sw_r_gyr_x_mean,sw_r_gyr_y_mean,sw_r_gyr_z_mean,sw_r_gyr_x_std,sw_r_gyr_y_std,sw_r_gyr_z_std
w00,25391,26226,835,10,lunges,1,2872,10.005983774449794,1.776087472052763,2.518179456408832,16.245453276084245,-9.395277592165739,-2.3991250290008006,1.3285220588633009,2.130188291965339,1.5484101185642667,0.739533061411601,1,2898,10.134507169812283,1.8323633416290623,2.8870021622846163,16.33232101200637,9.53198971373361,-2.4462092506590754,1.1273459888704278,2.202473536416244,1.5456391676364358,0.8439338221811191,1,2872,0.5723582899572347,0.25605073382460675,0.05704314934441825,1.611929059991047,-0.01660012938461003,-0.004758026057590529,-0.02301421151671309,0.2782373697100839,0.204054030362688,0.5227562071608144,1,2898,0.5412314232468288,0.27020392139572325,0.03946277746369553,1.7835930794278947,0.0022600930143478262,0.010041573237612145,0.002285935507791579,0.28450321041934873,0.24515298628148044,0.4741185321321078
w00,29277,30156,879,10,lunges,1,3019,10.023518090373862,1.7762633319770547,2.7486227905709817,17.465239017032708,-9.49427749302418,-1.965557467917423,1.5716033122769129,2.0593296820466027,1.5084004167129539,0.7970304452711385,1,3049,10.156416669717197,1.8084790174280927,3.9885525867490266,17.72856143141214,9.64345975040997,-2.3156784227704823,1.054035651490292,2.093612249974408,1.3734979913033838,0.827050947617629,1,3019,0.6205581919207155,0.3347285724396837,0.045154453971616375,1.8729871144334262,-0.01630699960616098,-0.0015847281191122878,-0.01928828063391852,0.27890967426473545,0.20694947508366213,0.613087699894862,1,3049,0.5828000840821721,0.34095012196903085,0.03347486642209289,1.8564617370258085,0.003619643894739255,0.0038357990717940303,0.009167908318350279,0.31410354691660514,0.23352201622504423,0.5500886180517687
w00,31680,32205,525,11,dumbbell_rows,1,1805,10.045073630065623,3.54328600467652,1.2660323856811706,20.48735337481213,-7.081440126204432,-5.835929075496953,0.6278348269161219,4.664888366051086,2.15236533825295,1.5701849961730558,1,1822,10.196777035125686,3.7867944094193793,1.4084222514148552,21.880047685159298,7.328193538040999,-5.885261245394073,-0.013795683666136115,4.697404384708366,2.2012084218033414,1.750496088304703,1,1805,1.0799221301878277,0.7089072267043194,0.02565633,2.912043039316155,0.010391811951578941,0.004670325528753461,-0.015795851466482005,0.3441005272507726,0.5387545607688701,1.12238153188645,1,1822,1.0116139253347753,0.6423965556020637,0.019343198329979033,2.5734712320905526,-0.0024515756806805715,-0.008452533321597145,0.005712482224061474,0.3676249680190513,0.5375474895993897,1.0058929167157815
w00,34605,35060,455,10,dumbbell_rows,1,1565,10.164274031461384,4.268033476502875,0.9861956562461122,21.62781626668289,-6.949984273371246,-5.851319151492013,-0.088260681077508,5.311214039049086,2.740420798390353,1.8060089871863394,1,1579,10.168199977670081,4.436390493929999,1.013461257444734,21.957943788780504,6.990481372124383,-6.0883992759569345,-0.1850687346768841,5.214143701339506,2.4622153184661797,1.9632540828350573,1,1565,1.3288940227494472,0.8237137625272031,0.052888353287124795,3.6497568035020875,0.027061515891501593,0.01771001158121406,-0.03311864313022364,0.38755162405570454,0.5710695675480858,1.4021427029060982,1,1579,1.3190483165825153,0.7712831050308409,0.06271134913589675,3.2977577255158863,-0.004894506673153891,-0.023412441807789734,0.023005717829411035,0.537373580798514,0.6601447422447018,1.2685043483771818
w00,38000,38500,500,11,dumbbell_rows,1,1719,10.25821029003789,4.41600784291604,1.1362292093666462,22.04872217014324,-7.151093928355439,-5.569469782011808,0.20885017027847586,5.47178682128436,2.971824769237016,1.9388279263960837,1,1736,10.293364651049153,4.82225679050899,1.0241110686331838,24.639549733984385,7.260682754718548,-5.610831534638075,-0.031430494967281085,5.626587339987249,2.909014911960511,2.2105951890372517,1,1719,1.3799332614717166,0.8510410269241897,0.04001981707831384,3.8316955953806717,0.012429095229901108,0.011977787013030835,-0.0126096174303665,0.4275265647200309,0.639697431317764,1.4268980048365714,1,1736,1.457186981515196,0.8807380838514449,0.03207836984589825,3.2935538581916344,-0.004641346311929725,-0.008269327568058758,-0.001235618623346781,0.6029910243102448,0.7583892904084405,1.4000891148821029
w00,39430,39994,564,10,situps,1,2018,10.351597316321584,3.483060463760873,4.9997431440700595,27.207500168972967,2.6155157307639243,5.871607820014223,0.06012116301793862,5.868104841694541,3.2155219923586307,5.761312835878732,1,2038,10.382275534498724,3.750259787133203,3.54805479904974,26.81733102630896,-2.156893808341217,5.977286218881452,0.7922473478780667,5.665986979494354,3.6644221643490966,5.942802217115766,1,2018,1.8264302964360726,0.7667304165776125,0.026794631812396028,4.734508426158656,0.019217121987611514,0.006643838047373637,0.0401639199035679,1.2285960065113448,0.5166275696382713,1.4646994188895417,1,2038,1.8731112265717302,0.7863725528815716,0.05924975269569043,5.47638814313745,-0.017049968804317934,0.0724011276589058,-0.05927896889798822,1.3573174274725555,0.4795117411361388,1.4302582736521001
w00,42068,42630,562,10,situps,1,1933,10.72388675955305,4.345688504064847,4.196412106872861,33.95181855757108,2.6057565789425765,4.875266287100517,1.017294812293016,7.034570162440295,3.892361142860231,6.1366135380497475,1,1951,10.780262471632206,4.7545137935447235,2.907093162504241,33.707829597297795,-2.3373709760670938,4.901486858338749,0.7852006174151718,6.71607139731971,4.1050877462256725,6.837959011310553,1,1933,2.0895534255595356,0.9814507571119947,0.03987034945217436,5.6985224696229775,-0.01547229667749612,-0.02605830656378687,0.0792266345285049,1.3204654508030904,0.5925823664046229,1.7965246873452152,1,1951,2.131472006907899,0.9975471710486218,0.09447842987923154,5.876670782408659,-0.03085208738853923,0.09748919026629932,-0.11946714603732957,1.435976156600189,0.6910778902328983,1.724508251504984
w00,44223,44850,627,10,situps,1,2156,11.126823562260332,5.270275682520144,2.4046260464733598,130.86031515791848,1.740881565640538,3.793508925288868,0.5281129386015768,7.655238766201788,4.990626620361244,7.097372179635655,1,2176,11.309342404135421,5.4217107371038935,1.8743151752568439,61.07811594660102,-1.1002957871888328,3.764298361160524,0.49797807293612145,7.507829301745324,5.747092520836852,7.229870298375491,1,2156,2.4203236551392853,1.595624342542292,0.06230823,9.968214095629024,-0.03408434088923934,-0.10250858670769945,0.0766499595361781,1.4169986917582982,1.298149637485682,2.166416602468651,1,2176,2.500576733515783,1.8380903508837525,0.04119754611219737,13.315430286488068,-0.07625417607215071,0.12328991883099724,-0.07661787749131435,1.7550943854505414,1.0460183049138485,2.3302498019638356
w00,46229,46625,396,10,tricep_extensions,1,1363,9.956894825102992,3.0751664329416344,1.8814841946770167,19.50918090699983,1.4855798986341158,7.097653861434336,-5.186839368071899,3.7718835302104017,2.6905914322842017,2.7646111707363255,1,1375,9.957507324079348,3.4350976729260045,1.369123976045955,19.922319696127882,-0.7889577889614543,6.792428965025454,-5.719883429092364,3.8463620722201717,2.5851766715991293,3.161897600738543,1,1363,1.9147315700748213,0.8656041936002765,0.06271415390603423,3.4993806468300557,-0.012407326660161417,0.014059308711665452,-0.01682186705517243,0.4481329054641227,1.35858178986576,1.5389169709823474,1,1375,1.9507134768982604,0.8299370876634349,0.10832360994404368,3.8177206142357893,-0.001733974463716357,-0.021265705474000005,-0.01862601397076365,0.5148503874981346,1.445226954467834,1.462711387017694
w00,47389,47712,323,10,tricep_extensions,1,1111,9.940581315891505,3.551468791499367,2.764343407234169,18.967943529246785,0.727096486481008,6.5777845351305135,-6.2277128703780384,3.5426028407336236,2.5133887557876053,3.1592092780986096,1,1122,10.069674338929161,3.9619683073239518,1.4182176962439972,20.388841769256924,-0.033989213728877025,6.86753309585205,-5.853457873261675,3.9298908200282403,2.965282860784323,3.3810434329067878,1,1111,2.1323389684752314,0.8367962721010678,0.226527983100784,3.480819217173635,-0.044786137189198924,0.08571354488028798,0.011724650783978406,0.4605671469155465,1.5884866219845657,1.5818329732124414,1,1122,2.2402075566885764,0.8840572243933217,0.15284221137362558,4.052019353812659,-0.020580646027602505,-0.08038817248163996,-0.06074695238057038,0.6043464117493913,1.5164693293140055,1.7676530336615306
w00,49341,49663,322,10,tricep_extensions,1,1110,9.937037505332365,3.8202274615753082,1.3902754139198408,28.129145108894445,0.863758438145045,7.48635020055856,-4.805417017913513,3.72527873698018,3.328167724554711,2.915630204375911,1,1121,9.965122831611291,4.1412565239614185,0.3952580540854358,22.584278228357466,0.4305117225631579,7.013153745075201,-5.521949585905531,4.081174455510771,3.062745873401232,3.248951892594729,1,1110,2.273433928149302,0.9533105891637339,0.15456695467217713,4.229887080309427,-0.07743456974468468,0.08858532993909911,0.050723810477477475,0.6015630738475619,1.3776465785828984,1.9496405565007775,1,1121,2.468241459611713,1.0510563805323372,0.1075996403134523,5.037541762474407,-0.03825768736575379,-0.07977709773291704,-0.11879272797181088,0.6542183684880268,1.7296991657365617,1.9378170172136366
w00,50955,51469,514,10,bicep_curls,1,1769,10.029944660996803,2.0537592062347767,2.96445198182276,16.654663084997697,-6.2273759734901075,-4.295698550944036,-0.4151019889621254,5.725610749067311,2.9512166370049586,2.4330786001396456,1,1785,10.200773467892986,2.3103367966884223,3.9249549213701345,19.25391838365537,5.973816296398096,-4.252920227704762,-0.8569487606089077,6.170642758304314,2.9396677740856196,2.8577585622564685,1,1769,1.9193500567898767,1.7371845142361413,0.03296407769520488,5.962647490952284,0.05115934081266249,0.04703971409836067,-0.023197675840022622,1.1346626275938767,1.058808638576112,2.0707031463733037,1,1785,2.0570365025929145,1.6787909216905632,0.02620482968776447,5.9741259595974165,-0.0161190465940616,-0.1369859094110084,-0.06728703489019608,1.1390661363017895,1.2914868705174238,2.015136626647778
w00,52054,52528,474,10,bicep_curls,1,1632,10.146732339198985,2.4699449316277917,2.5414601204898366,18.214416443124783,-6.540681219579044,-4.010818454298407,-0.40533652580410545,5.696275748407418,3.1156306319919045,2.8054625827256916,1,1647,10.373843037768859,2.9341557061466466,1.0428048702697221,21.874494990835103,6.762117623042501,-3.9133282954051607,-0.7909134243675773,5.889266722984158,2.980446158088832,3.3156372093668214,1,1632,2.1667817380356027,1.8803599257993984,0.03150547897691105,6.247034285737678,0.06373582657316176,0.06996874803406863,-0.022779424777451013,1.2791602605538959,1.2248208179179527,2.254946287424111,1,1647,2.285613193826659,1.8704113367660018,0.03672050856965277,6.839321207001153,0.0008180219994900085,-0.12257459905907714,-0.06388855053047968,1.2187519696667808,1.580650889534466,2.172451540071988
w00,52966,53405,439,10,bicep_curls,1,1584,10.082694148389182,2.4470860090067434,1.933369791189955,18.406733543541748,-6.434669322743686,-4.069735601469697,-0.32436034769128785,5.7582673450878294,3.1778365269177233,2.51390863438543,1,1598,10.30578397194458,2.7469874073345073,1.9325909259436833,19.492230726391227,6.601029303310388,-4.169652743772653,-0.8528742802907384,5.714719368807794,3.04585604200062,3.183218527658885,1,1584,2.0975281500398877,1.900943107712663,0.05214941464736249,6.230164173607187,0.06314431300467171,0.12791451648421717,-0.021074844108964666,1.2326289847010734,1.0955726598548365,2.29624952807333,1,1598,2.2188556003008064,1.8362491345503669,0.021907439254582984,6.156324647252713,0.02334844530984351,-0.16973964636770966,-0.06004970501051317,1.2205630134011478,1.4963930664420597,2.129131775072927
w00,54880,55303,423,10,lateral_shoulder_raises,1,1455,11.51592523986353,4.793816512490725,1.0802945501931986,21.10566900267748,-4.990946033195189,-4.881407197810996,5.154966181077182,7.047422199398059,4.518441361632637,3.1942736303135058,1,1468,11.641707205234441,4.888627240906503,1.133717384461984,28.272967015175535,5.492424445245436,-5.226634370665123,4.852437022609673,6.909239045667321,4.704536140661729,2.9201370300439176,1,1455,3.1878229532195244,1.3183516574238963,0.07989030901180977,5.680704768326816,0.06513710600989696,0.045739726361786984,-0.031397202085910667,2.332180871178828,2.2709411432468296,1.138729218153336,1,1468,3.2125613657619114,1.3286836219200204,0.10046319998305452,5.634539965976538,0.11201275542897142,-0.04396423821539513,-0.1065793040916417,2.4449020310281213,2.2316217663052735,1.0499667552310086
w00,57634,58061,427,10,lateral_shoulder_raises,1,1469,11.582593159106615,4.751496353954189,1.260274265893269,25.079459924013534,-4.636311285595643,-4.856040073458135,5.248803733520763,7.1770159933291895,4.5147976267276695,3.49482153295705,1,1481,11.717767619290527,4.776048666342498,1.5502623696764921,20.513329446928484,4.958753122004524,-5.7884341680879805,4.611510848920998,6.869347211724719,4.948513207032258,3.0132656395625905,1,1469,3.2327453348724267,1.315324035264516,0.08646707249709788,5.849820720835147,0.11623401583839343,0.0712271104021783,0.04118951654948945,2.3331671313793994,2.3797150310804622,1.026512056342626,1,1481,3.294380111484274,1.3512726793884116,0.14735568665253723,5.767865759049737,0.13400040858109383,-0.035513258164348374,-0.18988760937226873,2.547069786075638,2.225751369766077,1.0872303861883403
w00,59858,60277,419,10,lateral_shoulder_raises,1,1443,11.419122945783945,4.941337412916515,1.341200298473569,21.260388239794896,-4.33050586683666,-4.951453298440333,5.709887801246015,6.586593592878852,4.716342729469317,3.64871084733864,1,1457,11.52843229619448,5.0044419904136594,0.7559806637907421,20.30256273354283,4.656886370298353,-5.889631076194921,5.011007365433768,6.370815756168173,5.07884550891248,3.1753245574163365,1,1442,3.1411594418320745,1.340569956757521,0.09776130494111973,5.934098982471228,0.0427114057847434,0.025780877346740626,-0.029497748750069358,2.4303594518831453,2.1434487702375815,1.0768619767540824,1,1457,3.27846654149628,1.380833632939833,0.1412905464836275,6.813957043862895,0.09580101018435147,-0.024485672653603328,-0.15417344772477695,2.6334982762066566,2.0943419177862173,1.1401387251065245
w00,61147,61432,285,11,jumping_jacks,1,984,40.935625437534874,16.85985250100941,7.040923543778854,94.25016193820541,-23.701727669603656,-13.69093021027439,5.911872243842479,9.003754180831313,25.490589057531132,21.094516787426233,1,994,45.63913113073116,16.660094857918995,5.964130242493861,94.74922909108669,25.856959639157946,-18.1478226477666,-6.000774728812877,10.567732550535121,32.594123085598014,12.349092844512404,1,984,8.03949248001681,2.77920432413885,0.7193708031648637,13.577981698994842,-0.1266017723977642,0.69368316398374,-0.9623445656445122,3.462691597956285,5.916217336585626,4.8930791871265775,1,994,8.631329675194124,3.263835732009399,0.7574965813797108,14.675607712855438,-0.11594242785412479,-0.6395339908211267,0.26392734180684113,4.335894429249931,3.0333400957739958,7.527233156708494
w00,64859,65148,289,11,jumping_jacks,1,995,40.83676559643521,17.778662365973933,3.2374668799548796,110.15053076826105,-23.668156903678394,-12.296310013572866,5.627841187768141,10.25534478314944,27.14617517566105,19.96451474518664,1,1006,44.869092648009115,16.989413437403645,4.77086820534733,93.06185712942789,27.22495948584493,-15.524638633135188,-7.017250381790259,11.7928373739587,31.32931210349023,12.240269898170279,1,995,7.759405807352108,2.5687759961501686,0.792428233654629,13.311775730007037,-0.5564065471015076,0.45124321695236175,-0.6740757296633165,2.978921114894828,5.293823425088708,5.379671398975837,1,1006,8.526566812355961,3.1780427309097328,0.8848405767093032,14.84013266945776,-0.22370152589761436,-0.48755407022962227,0.1698817669671969,3.842802573474994,2.1957327197243237,7.930782574944919
w00,67393,67650,257,10,jumping_jacks,1,885,47.22991432941565,17.660009223056893,8.378432229639685,108.10877721090424,-28.905979037627116,-12.758883963484747,4.7402498353423725,10.474872509255379,29.76282186232905,22.93855927057407,1,893,51.06388101966929,16.321465063706665,6.379604670255935,98.11333919676498,32.1649661762598,-15.737051593919373,-8.477028521107167,11.806158272033448,34.625716312405544,13.471626063247374,1,885,8.33057373870117,2.667983546831139,0.3433452494815023,13.471894861888448,-0.4970177236020339,0.2808529508282486,-0.5447162703050847,3.056733724364319,5.528136794269305,5.9991713370748485,1,893,9.059544968657864,3.3349446971457,0.4391512087345713,15.841862715449665,-0.024773770926315813,-0.5864761041670773,0.06106689330011202,4.080437202981902,2.4738491027378964,8.371321096195997
w01,2113,2598,485,10,squats,1,1691,9.980851086589448,4.622227936114271,1.846404779744337,23.315997867183174,-0.3480001760457126,-0.22359937440887048,9.790391285375515,1.5079692671316072,1.0275671862203053,4.650768920268779,1,1708,9.964176654628233,4.531152179952241,2.3038210377707737,23.146572282927785,0.32954095838606556,-1.674874532072541,9.646280901814988,1.4186969904805424,1.4297614177913829,4.4491235588328,1,1691,0.5355964917594094,0.2797174776331656,0.02018629249420755,2.824152077605982,-0.014541549452040215,-0.011800423365700773,-0.010567133948905974,0.39912892747754963,0.4201254025389229,0.16980531116136047,1,1708,0.5618171583181408,0.28914177478107417,0.025370146228751327,2.094055082659531,0.0021502747535831397,0.008754250347043326,0.010140900583366511,0.46914738096369063,0.3911767545069077,0.16105548276068168
w01,3210,3737,527,10,squats,1,1812,9.944259761471143,3.9121049091885447,2.7467992558690177,19.354458808466426,0.14395231112030907,-0.0814782506673841,9.808496253697571,1.2884372154895738,0.8468815740167737,3.9473571454120515,1,1830,9.860842849678104,3.7728882495600926,3.464859217674066,19.492089102709595,-0.8547013640356832,-2.381721383924044,9.394816570819673,1.0286742322983011,1.6629931318813775,3.6029850187259793,1,1812,0.46040338351655485,0.23910504575593694,0.0386344969446784,2.2954066435579237,-0.0240954555598234,-0.007937874062030906,-0.012304951876490066,0.36155348312867425,0.3436777125305423,0.13968605708085233,1,1830,0.46450343434299096,0.2167446299698718,0.03448648378105984,1.4550399413246187,0.0006995555189180321,0.010009219446584703,0.016175064036349728,0.38186501139533896,0.30190289840476153,0.15941493529659606
